WelcomeScreen.started,WelcomeScreen.stopped,participant,session,date,expName,psychopyVersion,OS,frameRate,consnet.started,consnet.stopped,consent_2.started,consent_2.stopped,consent_3.started,consent_3.stopped,consent_4.started,consent_4.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,BlanksScreen.started,BlanksScreen.stopped,Instructions.started,Instructions.stopped,keyInstructions.keys,keyInstructions.rt,keyInstructions.duration,StudyTrials.started,StudyTrials.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,WordItem,math_instruction.started,math_instruction.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.duration,math.started,math.stopped,math_key_resp.keys,math_key_resp.rt,math_key_resp.duration,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_4.ran,MathProblem,WaitScreen.started,WaitScreen.stopped,keyWaitScreen.keys,keyWaitScreen.rt,keyWaitScreen.duration,Y_NScreen.started,Y_NScreen.stopped,key_Y_NScreen.keys,key_Y_NScreen.rt,key_Y_NScreen.duration,TestTrials.started,TestTrials.stopped,memory_test_key_resp.keys,memory_test_key_resp.rt,memory_test_key_resp.duration,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,LSQInstructions.started,LSQInstructions.stopped,TestInstructionKey.keys,TestInstructionKey.rt,TestInstructionKey.duration,LonlinessScaleQuestions.started,LonlinessScaleQuestions.stopped,LonlinessQuestionsKeyResp.keys,LonlinessQuestionsKeyResp.rt,LonlinessQuestionsKeyResp.duration,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,Questions,end_exp.started,end_exp.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration,debrief.started,debrief.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,EndScreen.started,EndScreen.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration
,,674932,001,2024-03-15_10h36.15.674,PRP Memory Experiment ,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,,45.8449,46.3447,,,,,,,,,,,,,Watch,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0442,45.8448,n,0.7885,,0,6,6,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,674932,001,2024-03-15_10h36.15.674,PRP Memory Experiment ,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,,47.1282,47.6275,,,,,,,,,,,,,Elephant,,,,,,,,,,,,,,,,,,,,,,,,,,,46.345,47.1282,y,0.7632,,0,7,7,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,674932,001,2024-03-15_10h36.15.674,PRP Memory Experiment ,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,,48.5118,49.0118,,,,,,,,,,,,,Chest,,,,,,,,,,,,,,,,,,,,,,,,,,,47.6279,48.5118,y,0.875,,0,8,8,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,674932,001,2024-03-15_10h36.15.674,PRP Memory Experiment ,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,,49.8117,50.3114,,,,,,,,,,,,,Theater,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0123,49.8117,y,0.779,,0,9,9,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,674932,001,2024-03-15_10h36.15.674,PRP Memory Experiment ,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.3116,58.6784,space,8.3557,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,674932,001,2024-03-15_10h36.15.674,PRP Memory Experiment ,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,,58.6852,59.1785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.1787,62.9128,4,3.7052,,0,0,0,0,1,"How often do you feel that you are ""in tune"" with the people around  you?

 
1-Never  2-Rarely  3-Sometimes 4-Often                                                                                                   ",,,,,,,,,,,,,,,
,,674932,001,2024-03-15_10h36.15.674,PRP Memory Experiment ,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,,62.9258,63.4286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.4287,70.9622,3,7.5202,,0,1,1,1,1,"How often do you feel that there is no one you can turn


 1-Never  2-Rarely  3-Sometimes 4-Often                       ",,,,,,,,,,,,,,,
,,674932,001,2024-03-15_10h36.15.674,PRP Memory Experiment ,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,,70.9702,71.4613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.4613,73.1788,3,1.7054,,0,2,2,2,1,"How often do you feel alone?


1-Never  2-Rarely  3-Sometimes 4-Often",,,,,,,,,,,,,,,
,,674932,001,2024-03-15_10h36.15.674,PRP Memory Experiment ,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,,73.1792,73.6779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.6779,76.2285,4,2.5292,,0,3,3,3,1,"How often do you feel part of a group of friends?


1-Never  2-Rarely  3-Sometimes 4-Often",,,,,,,,,,,,,,,
,,674932,001,2024-03-15_10h36.15.674,PRP Memory Experiment ,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,,76.2421,76.7456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.7457,79.7954,3,3.0366,,0,4,4,4,1,"How often do you feel that you lack companionship?



1-Never  2-Rarely  3-Sometimes 4-Often",,,,,,,,,,,,,,,
,,674932,001,2024-03-15_10h36.15.674,PRP Memory Experiment ,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,,79.7957,80.2956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.2957,83.6452,3,3.3298,,0,5,5,5,1,"How often do you feel that you have a lot in common with the people around you?



1-Never  2-Rarely  3-Sometimes 4-Often",,,,,,,,,,,,,,,
,,674932,001,2024-03-15_10h36.15.674,PRP Memory Experiment ,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,,83.657,84.146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.146,90.4961,2,6.3262,,0,6,6,6,1,"How often do you feel that you are no longer close to anyone?



1-Never  2-Rarely  3-Sometimes 4-Often",,,,,,,,,,,,,,,
,,674932,001,2024-03-15_10h36.15.674,PRP Memory Experiment ,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,,90.5057,90.9958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.9958,96.863,2,5.8493,,0,7,7,7,1,"How often do you feel that your interests and ideas are not shared by those around you?



1-Never  2-Rarely  3-Sometimes 4-Often",,,,,,,,,,,,,,,
,,674932,001,2024-03-15_10h36.15.674,PRP Memory Experiment ,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,,96.8757,97.3796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.3797,100.4298,4,3.0271,,0,8,8,8,1,"How often do you feel outgoing and friendly?



1-Never  2-Rarely  3-Sometimes 4-Often",,,,,,,,,,,,,,,
,,674932,001,2024-03-15_10h36.15.674,PRP Memory Experiment ,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,,100.4393,100.9294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.9294,102.6632,4,1.7136,,0,9,9,9,1,"How often do you feel close to people?



1-Never  2-Rarely  3-Sometimes 4-Often",,,,,,,,,,,,,,,
,,674932,001,2024-03-15_10h36.15.674,PRP Memory Experiment ,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,,102.6636,103.1631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.1632,108.2793,2,5.0903,,0,10,10,10,1,"How often do you feel left out?



1-Never  2-Rarely  3-Sometimes 4-Often",,,,,,,,,,,,,,,
,,674932,001,2024-03-15_10h36.15.674,PRP Memory Experiment ,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,,108.2925,108.7803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.7803,112.7638,3,3.9479,,0,11,11,11,1,"How often do you feel that your relationships with others are not meaningful?



1-Never  2-Rarely  3-Sometimes 4-Often",,,,,,,,,,,,,,,
,,674932,001,2024-03-15_10h36.15.674,PRP Memory Experiment ,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,,112.7769,113.2799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.28,116.4962,3,3.1865,,0,12,12,12,1,"How often do you feel that no one really knows you well?



1-Never  2-Rarely  3-Sometimes 4-Often",,,,,,,,,,,,,,,
,,674932,001,2024-03-15_10h36.15.674,PRP Memory Experiment ,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,,116.5088,116.9972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.9972,119.0804,3,2.0562,,0,13,13,13,1,"How often do you feel isolated from others?



1-Never  2-Rarely  3-Sometimes 4-Often",,,,,,,,,,,,,,,
,,674932,001,2024-03-15_10h36.15.674,PRP Memory Experiment ,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,,119.0806,119.5808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.5808,124.613,3,5.0041,,0,14,14,14,1,"How often do you fee1 you can find companionship when you want it?



1-Never  2-Rarely  3-Sometimes 4-Often",,,,,,,,,,,,,,,
,,674932,001,2024-03-15_10h36.15.674,PRP Memory Experiment ,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,,124.626,125.1142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.1142,132.4975,3,7.3556,,0,15,15,15,1,"How often do you feel that there are people who really understand you?



1-Never  2-Rarely  3-Sometimes 4-Often",,,,,,,,,,,,,,,
,,674932,001,2024-03-15_10h36.15.674,PRP Memory Experiment ,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,,132.5096,133.0141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.0142,135.2808,3,2.2413,,0,16,16,16,1,"How often do you feel shy?



1-Never  2-Rarely  3-Sometimes 4-Often",,,,,,,,,,,,,,,
,,674932,001,2024-03-15_10h36.15.674,PRP Memory Experiment ,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,,135.2813,135.7802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.7802,139.9642,3,4.1582,,0,17,17,17,1,"How often do you feel that people are around you but not with you?



1-Never  2-Rarely  3-Sometimes 4-Often",,,,,,,,,,,,,,,
,,674932,001,2024-03-15_10h36.15.674,PRP Memory Experiment ,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,,139.9759,140.481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.481,143.6307,4,3.1302,,0,18,18,18,1,"How often do you feel that there are people you can talk to?



1-Never  2-Rarely  3-Sometimes 4-Often",,,,,,,,,,,,,,,
,,674932,001,2024-03-15_10h36.15.674,PRP Memory Experiment ,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,,143.6365,144.1313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.1314,146.1636,4,2.0105,,0,19,19,19,1,"How often do you feel that there are people you can turn to?



1-Never 2-Rarely  3-Sometimes 4-Often",,,,,,,,,,,,,,,
,,674932,001,2024-03-15_10h36.15.674,PRP Memory Experiment ,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.1754,147.2818,space,1.0842,,,,,,,,,,,
,,674932,001,2024-03-15_10h36.15.674,PRP Memory Experiment ,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.282,149.6313,space,2.2791,,,,,,
,,674932,001,2024-03-15_10h36.15.674,PRP Memory Experiment ,2023.2.3,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.6314,150.6486,space,0.9959,
